serial_number	content	sample_count	content_list	content_count	envo_count	extracted_label	extracted_curie	real_label	longest_annotation_curie	longest_annotation_label	curie_list	unique_curie_count
4206	TH_B3	1	TH_B3	1	0	TH_B3					[]	0
4207	PD_B2	1	PD_B2	1	0	PD_B2			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
4208	XY_B3	1	XY_B3	1	0	XY_B3					[]	0
4209	XY_B5	1	XY_B5	1	0	XY_B5					[]	0
4210	ZP_L1	1	ZP_L1	1	0	ZP_L1					[]	0
4211	ZP_L5	1	ZP_L5	1	0	ZP_L5					[]	0
4212	DM_L1	1	DM_L1	1	0	DM_L1					[]	0
4213	PD_L4	1	PD_L4	1	0	PD_L4			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
4214	SC_L2	1	SC_L2	1	0	SC_L2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
4215	SC_L4	1	SC_L4	1	0	SC_L4			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
4216	ZP_T4	1	ZP_T4	1	0	ZP_T4					[]	0
4217	ZX_T4	1	ZX_T4	1	0	ZX_T4					[]	0
4218	TH_T4	1	TH_T4	1	0	TH_T4					[]	0
4219	SC_T3	1	SC_T3	1	0	SC_T3			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
4220	LB_T3	1	LB_T3	1	0	LB_T3					[]	0
4221	n/a	1	n/a	1	0	n/a			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
4222	1	1	1	1	0	1					[]	0
4223	15	1	15	1	0	15					[]	0
4224	20	1	20	1	0	20					[]	0
4225	22	1	22	1	0	22					[]	0
4226	24	1	24	1	0	24					[]	0
4227	45	1	45	1	0	45					[]	0
4228	48	1	48	1	0	48					[]	0
4229	63	1	63	1	0	63					[]	0
4230	66	1	66	1	0	66					[]	0
4231	80	1	80	1	0	80					[]	0
4232	92	1	92	1	0	92					[]	0
4233	106	1	106	1	0	106					[]	0
4234	RBCK3 bacteria	1	RBCK3 bacteria	1	0	RBCK3 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
4235	RBPHE101 bacteria	1	RBPHE101 bacteria	1	0	RBPHE101 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
4236	RBPHE1003 bacteria	1	RBPHE1003 bacteria	1	0	RBPHE1003 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
4237	RSPYR103 bacteria	1	RSPYR103 bacteria	1	0	RSPYR103 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
4238	RSPYR1001 bacteria	1	RSPYR1001 bacteria	1	0	RSPYR1001 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
4239	NRSPHE1003 bacteria	1	NRSPHE1003 bacteria	1	0	NRSPHE1003 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
4240	EBPYR1003 bacteria	1	EBPYR1003 bacteria	1	0	EBPYR1003 bacteria			NCBITaxon:2	Bacteria	['NCBITaxon:2']	1
4241	agrigultural no-tillage system	1	agrigultural no-tillage system	1	0	agrigultural no-tillage system			RO:0002577	system	['RO:0002577']	1
4242	soil from a former lake bed in the central highland of Mexico	1	soil from a former lake bed in the central highland of Mexico	1	0	soil from a former lake bed in the central highland of Mexico			ENVO:00000182	plateau	['ENVO:00000182']	1
4243	Dog feces (Westie)	1	Dog feces (Westie)	1	0	Dog feces (Westie)			UBERON:0001988	feces	['UBERON:0001988']	1
4244	JSJ3	1	JSJ3	1	0	JSJ3					[]	0
4245	JSJ5	1	JSJ5	1	0	JSJ5					[]	0
4246	LCJ1-4	1	LCJ1-4	1	0	LCJ1-4					[]	0
4247	LCJ2-1	1	LCJ2-1	1	0	LCJ2-1					[]	0
4248	LCJ2-3	1	LCJ2-3	1	0	LCJ2-3					[]	0
4249	LCJ2-4	1	LCJ2-4	1	0	LCJ2-4					[]	0
4250	BYC5	1	BYC5	1	0	BYC5					[]	0
4251	AMC2-3	1	AMC2-3	1	0	AMC2-3					[]	0
4252	AMC5-2	1	AMC5-2	1	0	AMC5-2					[]	0
4253	SQ-2	1	SQ-2	1	0	SQ-2			CHEBI:26833	sulfur atom	['CHEBI:26833']	1
4254	NJ1-4	1	NJ1-4	1	0	NJ1-4			CHEBI:25555	nitrogen atom	['CHEBI:25555']	1
4255	WJSJ3	1	WJSJ3	1	0	WJSJ3					[]	0
4256	WLCJ1_1	1	WLCJ1_1	1	0	WLCJ1_1					[]	0
4257	WAMC4_3	1	WAMC4_3	1	0	WAMC4_3					[]	0
4258	WAMC5_2	1	WAMC5_2	1	0	WAMC5_2					[]	0
4259	WAMC5_4	1	WAMC5_4	1	0	WAMC5_4					[]	0
4260	WAMC5_6	1	WAMC5_6	1	0	WAMC5_6					[]	0
4261	WNSQ_1	1	WNSQ_1	1	0	WNSQ_1					[]	0
4262	Motor oil contaminated soil [EMMR-SR-1]	1	Motor oil contaminated soil [EMMR-SR-1]	1	0	Motor oil contaminated soil [EMMR-SR-1]			ENVO:00002875	oil contaminated soil	['ENVO:00002875']	1
4263	Unplanted in contaminated soil 2	1	Unplanted in contaminated soil 2	1	0	Unplanted in contaminated soil 2			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
4264	HAE rhizosphere in uncontaminated soil 1	1	HAE rhizosphere in uncontaminated soil 1	1	0	HAE rhizosphere in uncontaminated soil 1			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
4265	HAE rhizosphere in uncontaminated soil 2	1	HAE rhizosphere in uncontaminated soil 2	1	0	HAE rhizosphere in uncontaminated soil 2			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
4266	NAE rhizosphere in uncontaminated soil 2	1	NAE rhizosphere in uncontaminated soil 2	1	0	NAE rhizosphere in uncontaminated soil 2			ENVO:00005801	rhizosphere	['ENVO:00005801']	1
4267	NAE rhizosphere in contaminated soil 1	1	NAE rhizosphere in contaminated soil 1	1	0	NAE rhizosphere in contaminated soil 1			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
4268	NAE rhizosphere in contaminated soil 3	1	NAE rhizosphere in contaminated soil 3	1	0	NAE rhizosphere in contaminated soil 3			ENVO:00002116	contaminated soil	['ENVO:00002116']	1
4269	Pine1	1	Pine1	1	0	Pine1			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
4270	Pine2	1	Pine2	1	0	Pine2			CHEBI:28659	phosphorus atom	['CHEBI:28659']	1
